,loss,theta0,theta1
0,0.0004273031954653561,0.5769394040107727,0.7334099411964417
1,0.00042729452252388,0.3717348277568817,0.7338089346885681
2,0.0004272883525118232,0.21774964034557343,0.7341991066932678
3,0.00042728311382234097,0.08507169783115387,0.7345826625823975
4,0.00042727854452095926,-0.03484177589416504,0.7349609136581421
5,0.00042727438267320395,-0.14603456854820251,0.7353344559669495
6,0.00042727048275992274,-0.25082382559776306,0.7357038259506226
7,0.0004272668156772852,-0.35068967938423157,0.73606938123703
8,0.00042726335232146084,-0.44664615392684937,0.7364315390586853
9,0.0004272600344847888,-0.5394232273101807,0.7367904186248779
